income,age,experience,married,house_ownership,car_ownership,state,current_job_years,risk_flag
3132419,39,9,single,rented,yes,West_Bengal,8,0
831249,75,8,single,rented,no,Punjab,8,0
2683528,60,4,single,rented,yes,Karnataka,4,0
9739080,30,8,single,rented,yes,Uttar_Pradesh,8,0
2764602,33,4,single,rented,no,Madhya_Pradesh,4,0
3921208,43,20,single,rented,yes,Bihar,11,0
3151797,61,17,single,rented,no,Uttar_Pradesh,5,0
7429005,69,2,married,rented,no,Gujarat,2,0
8410820,34,15,single,rented,yes,Tamil_Nadu,13,0
8024706,66,17,married,rented,no,Tamil_Nadu,12,0
6892122,68,4,single,rented,no,West_Bengal,4,0
349066,68,4,single,rented,no,West_Bengal,4,0
1100548,49,3,single,rented,yes,Gujarat,3,0
3602419,48,12,single,rented,yes,Bihar,8,0
3304937,63,19,single,rented,yes,Uttar_Pradesh,14,0
5575513,71,0,single,rented,no,Andhra_Pradesh,0,0
728523,30,6,single,rented,yes,Andhra_Pradesh,4,0
5035598,38,18,single,rented,no,Odisha,14,0
4570845,47,3,single,rented,no,Jammu_and_Kashmir,3,0
6011563,57,1,single,rented,yes,Gujarat,1,0
4040293,45,20,single,rented,no,Andhra_Pradesh,11,0
4281675,65,15,single,rented,no,Uttar_Pradesh,6,0
1803339,77,18,married,rented,no,Andhra_Pradesh,3,0
2509059,43,3,single,rented,yes,Rajasthan,3,0
1298588,67,8,single,rented,no,Maharashtra,8,0
1359452,59,5,married,rented,no,Rajasthan,5,0
5764547,21,8,single,rented,no,Kerala,7,0
6907195,55,5,single,owned,no,Andhra_Pradesh,3,0
6881168,36,2,single,rented,no,Assam,2,0
4254644,77,12,single,rented,no,Telangana,7,0
238772,25,16,single,rented,no,Bihar,14,0
3354712,38,0,single,owned,no,Jharkhand,0,0
7505547,48,5,single,rented,no,Delhi,5,0
5384499,44,2,married,owned,yes,Telangana,2,0
2154544,45,5,single,rented,no,Bihar,4,0
3204106,27,17,single,rented,no,Punjab,7,0
475183,35,16,single,rented,no,Uttar_Pradesh,8,0
3078772,29,7,single,rented,no,Tamil_Nadu,7,0
7367762,67,16,single,rented,no,West_Bengal,13,0
1951248,40,12,single,rented,no,Madhya_Pradesh,12,0
1164616,47,11,single,rented,yes,Jharkhand,4,0
9337591,72,16,single,rented,yes,Bihar,14,0
9350682,42,12,single,rented,no,Bihar,7,0
6403083,67,2,single,rented,yes,Andhra_Pradesh,2,0
1970809,61,12,single,rented,no,Rajasthan,4,0
6911597,48,12,single,rented,no,Uttar_Pradesh,4,0
6997215,39,9,single,owned,no,Telangana,4,0
2319268,51,7,single,rented,no,West_Bengal,4,0
1351218,57,0,single,rented,yes,Maharashtra,0,0
3075503,32,17,single,rented,no,Gujarat,3,0
4544920,36,15,single,rented,no,Madhya_Pradesh,7,0
158353,54,15,single,rented,no,Karnataka,10,0
9002497,25,11,single,rented,no,Gujarat,11,0
536218,53,8,single,rented,no,Maharashtra,3,0
3823075,62,12,single,rented,yes,Maharashtra,6,0
1662067,31,14,single,rented,yes,Haryana,7,0
9397962,58,3,married,rented,no,Uttar_Pradesh,3,0
9440590,68,11,single,rented,no,Andhra_Pradesh,10,0
921080,45,8,single,rented,no,Maharashtra,4,0
3135789,75,1,single,rented,yes,Gujarat,1,0
1886204,59,0,married,rented,yes,Bihar,0,0
6906444,52,15,single,rented,no,Tamil_Nadu,12,0
3261320,73,9,single,rented,no,Bihar,8,0
4356905,62,2,single,norent_noown,yes,Uttar_Pradesh,2,0
8688804,34,12,single,rented,no,West_Bengal,7,0
7649589,51,7,single,rented,no,Andhra_Pradesh,7,0
1989746,43,12,single,rented,yes,West_Bengal,4,0
9241049,41,8,single,rented,yes,Maharashtra,6,0
7532243,47,2,single,rented,yes,Telangana,2,0
1908338,39,3,single,rented,no,Gujarat,3,0
7968958,36,15,single,rented,yes,Bihar,3,0
1687470,79,0,single,rented,no,Uttar_Pradesh,0,0
8720778,74,13,single,rented,yes,Odisha,13,0
6258257,41,8,single,rented,yes,Tamil_Nadu,7,0
1885923,46,16,single,rented,no,Tamil_Nadu,8,0
9305585,69,8,single,rented,no,West_Bengal,8,0
7660480,50,18,single,rented,no,Rajasthan,13,0
8416838,61,16,single,rented,yes,Maharashtra,9,0
483574,34,0,single,rented,no,Telangana,0,0
9163557,59,14,single,rented,no,Andhra_Pradesh,8,0
7985654,49,5,single,rented,no,Andhra_Pradesh,5,0
6634248,34,12,single,rented,no,Uttar_Pradesh,9,0
5209218,44,20,single,rented,no,Jharkhand,3,0
5295940,21,20,single,rented,no,Madhya_Pradesh,4,0
8145267,76,11,single,rented,yes,Kerala,6,0
8881870,69,5,married,rented,no,Chhattisgarh,5,0
3963382,43,19,single,rented,no,Andhra_Pradesh,14,0
5542629,22,16,single,rented,no,Punjab,3,0
233888,64,1,single,rented,no,Karnataka,1,0
1453061,71,16,single,rented,no,Uttar_Pradesh,7,0
6250275,42,6,single,owned,yes,Madhya_Pradesh,6,0
7069940,74,14,single,rented,no,Delhi,12,0
5187612,39,6,single,rented,no,Andhra_Pradesh,6,0
4543268,32,17,single,rented,no,Andhra_Pradesh,3,0
2211161,46,6,married,rented,yes,Andhra_Pradesh,6,0
9440590,68,11,single,rented,no,Andhra_Pradesh,10,0
3558638,63,4,single,owned,no,Karnataka,4,0
7492021,55,19,single,rented,no,Andhra_Pradesh,4,0
2636776,38,1,single,rented,no,Uttar_Pradesh,1,0
6242792,48,19,single,rented,yes,Odisha,4,0
1005797,34,10,single,owned,no,Gujarat,10,0
5515243,64,12,single,rented,no,West_Bengal,11,0
1766532,53,11,single,rented,yes,Maharashtra,3,0
2805855,42,7,single,rented,no,Maharashtra,7,0
6504960,71,13,single,rented,no,Andhra_Pradesh,13,0
5069235,26,10,single,rented,yes,Maharashtra,9,0
912294,62,12,single,rented,yes,Uttar_Pradesh,7,0
2949086,42,1,single,rented,no,West_Bengal,1,0
3410377,51,18,single,rented,no,Andhra_Pradesh,5,0
3506622,30,12,single,rented,no,Kerala,4,0
8622588,45,18,single,owned,no,Tripura,3,0
8280318,60,5,single,rented,no,West_Bengal,5,0
3346084,23,18,single,rented,no,Odisha,6,0
6298839,34,19,married,rented,yes,Karnataka,5,0
3006454,24,11,single,norent_noown,no,Uttar_Pradesh,11,0
10310,70,20,single,rented,yes,West_Bengal,7,0
9500698,27,8,single,rented,no,Telangana,8,0
6382617,60,14,single,rented,yes,Tamil_Nadu,12,0
736448,31,13,single,rented,no,Bihar,7,0
3506622,30,12,single,rented,no,Kerala,4,0
9935110,63,15,single,rented,no,Bihar,5,0
8475829,54,17,married,rented,no,West_Bengal,9,0
5795557,52,13,single,rented,no,West_Bengal,5,0
9137580,21,7,single,rented,no,Maharashtra,7,0
191452,53,1,single,owned,yes,Assam,1,0
3310900,62,3,single,rented,yes,Rajasthan,3,0
5301870,50,9,single,rented,no,Uttar_Pradesh,4,0
6578390,48,17,single,rented,no,Maharashtra,4,0
6626413,76,20,single,rented,no,Tamil_Nadu,10,0
4389660,73,12,single,rented,no,Delhi,11,0
2637175,25,6,married,rented,no,Andhra_Pradesh,6,0
7395380,40,4,single,rented,no,West_Bengal,4,0
5953603,29,11,single,rented,yes,Maharashtra,7,0
4386490,52,10,single,rented,yes,Assam,10,0
5510998,64,1,single,rented,yes,West_Bengal,1,0
7497401,79,15,single,rented,yes,Gujarat,4,0
5977613,71,14,single,rented,yes,Uttar_Pradesh,4,0
4439374,70,16,single,owned,yes,Haryana,14,0
8780860,49,18,single,rented,no,Tamil_Nadu,8,0
4004905,44,1,single,rented,no,Karnataka,1,0
5798034,28,19,single,norent_noown,no,Bihar,3,0
9428855,42,18,single,rented,yes,Gujarat,11,0
4879862,75,2,single,owned,no,Madhya_Pradesh,2,0
7512179,55,13,single,rented,no,Uttar_Pradesh,11,0
368919,58,1,single,rented,no,West_Bengal,1,0
8515666,62,13,married,rented,no,Andhra_Pradesh,7,0
439493,46,18,single,rented,no,Andhra_Pradesh,7,0
4883818,72,16,single,rented,no,Chandigarh,7,0
940069,39,12,single,rented,no,Uttar_Pradesh,11,0
2557871,55,14,single,rented,yes,Assam,3,0
9775983,65,6,single,rented,no,Jharkhand,6,0
246678,68,15,single,rented,no,Maharashtra,8,0
5400619,71,1,single,rented,no,Uttar_Pradesh,1,0
9975099,53,12,married,rented,no,Maharashtra,4,0
260970,59,2,single,owned,no,Telangana,2,0
2252102,33,8,single,rented,no,Madhya_Pradesh,8,0
8010013,45,11,single,rented,no,Jharkhand,7,0
4294874,69,1,single,rented,no,Andhra_Pradesh,1,0
6641682,42,0,single,rented,no,Maharashtra,0,0
5071519,68,14,single,rented,yes,Maharashtra,12,0
7065695,72,6,single,rented,no,Andhra_Pradesh,6,0
2818110,41,20,married,rented,no,Maharashtra,12,0
220528,72,18,married,rented,no,Uttar_Pradesh,4,0
2013414,55,13,single,rented,yes,Rajasthan,11,0
9756211,45,8,single,rented,yes,Maharashtra,8,0
499939,25,17,married,rented,yes,Uttar_Pradesh,9,0
6492131,24,1,single,rented,no,West_Bengal,1,0
9593439,29,4,single,rented,no,Andhra_Pradesh,4,0
729340,57,13,single,rented,no,Uttarakhand,13,0
1586203,65,17,single,rented,no,Uttar_Pradesh,5,0
9360376,39,4,single,rented,yes,Jharkhand,4,0
8768562,67,13,married,rented,no,Uttar_Pradesh,4,0
5844298,62,5,single,rented,no,Karnataka,5,0
2909945,59,10,single,rented,no,Gujarat,8,0
2779765,45,11,single,rented,no,Maharashtra,4,0
6142261,44,17,single,rented,yes,Andhra_Pradesh,5,0
5618559,59,9,married,rented,no,Maharashtra,9,0
8139107,35,17,married,rented,yes,West_Bengal,12,0
3106207,66,6,single,rented,no,Haryana,4,0
3498735,38,3,single,rented,yes,Delhi,3,0
4190219,74,19,single,norent_noown,no,Maharashtra,13,0
1609239,47,3,single,rented,no,Karnataka,3,0
4406338,78,17,single,rented,no,Gujarat,10,0
1692032,78,14,single,rented,no,West_Bengal,12,0
7804668,54,0,single,rented,no,Chhattisgarh,0,0
5752584,30,5,single,rented,no,Bihar,4,0
4062276,27,7,single,rented,no,Uttar_Pradesh,7,0
5769906,48,5,married,rented,no,Andhra_Pradesh,4,0
4435181,25,19,single,rented,no,Delhi,12,0
754974,32,9,single,rented,no,Uttar_Pradesh,9,0
8440210,79,18,single,rented,no,Uttar_Pradesh,5,0
6509681,30,10,single,rented,yes,Gujarat,10,0
951589,66,12,single,rented,yes,West_Bengal,3,0
4859415,23,13,single,rented,no,Rajasthan,10,0
6892122,68,4,single,rented,no,West_Bengal,4,0
5539169,30,6,married,rented,no,Andhra_Pradesh,6,0
4415868,48,1,single,rented,no,Uttar_Pradesh,1,0
6973514,67,20,single,rented,no,Tamil_Nadu,4,0
1698802,71,3,single,rented,yes,Himachal_Pradesh,3,0
6062192,21,9,married,rented,no,Gujarat,7,0
3129205,57,3,single,owned,no,Bihar,3,0
8640226,40,12,single,owned,no,Maharashtra,9,0
7092389,70,7,single,rented,yes,Maharashtra,7,0
2451102,30,3,single,rented,no,Telangana,3,0
1255172,36,13,married,rented,no,Tripura,5,0
7556052,57,16,single,owned,yes,Uttar_Pradesh,3,0
884898,48,8,single,rented,yes,Karnataka,8,0
6437103,56,3,married,rented,no,West_Bengal,3,0
8280263,28,16,single,rented,no,Mizoram,14,0
5544342,73,4,single,owned,no,Uttar_Pradesh,4,0
5035598,38,18,single,rented,no,Odisha,14,0
8305980,79,19,single,rented,no,Rajasthan,7,0
5542629,22,16,single,rented,no,Punjab,3,0
1708734,69,11,married,rented,yes,Odisha,11,0
9299586,43,5,single,rented,yes,Maharashtra,3,0
570560,60,9,single,rented,no,Haryana,4,0
1476138,40,13,single,rented,no,Uttar_Pradesh,5,0
6564624,56,12,single,rented,no,Maharashtra,12,0
8815824,66,4,single,rented,yes,Andhra_Pradesh,4,0
207067,61,18,single,rented,no,Jharkhand,12,0
3729339,73,3,single,rented,no,West_Bengal,3,0
9774330,73,11,single,rented,no,Chhattisgarh,11,0
1315700,53,4,single,rented,no,Tamil_Nadu,4,0
8853692,48,15,single,rented,yes,Andhra_Pradesh,7,0
5262116,43,1,single,rented,no,Jharkhand,1,0
853458,78,19,single,owned,no,Uttar_Pradesh,12,0
4156627,57,11,single,rented,no,Assam,3,0
7733758,27,20,single,rented,no,West_Bengal,4,0
9409703,53,16,married,rented,no,Bihar,14,0
4528558,75,2,single,rented,yes,Maharashtra,2,0
796965,39,19,single,rented,no,Rajasthan,11,0
6001312,70,4,single,rented,yes,Manipur,4,0
2556533,47,14,single,rented,yes,Kerala,3,0
945123,44,0,single,rented,no,Andhra_Pradesh,0,0
8695578,50,16,single,rented,no,Delhi,7,0
6360884,65,8,single,rented,yes,Maharashtra,5,0
2152214,50,14,single,rented,yes,Bihar,7,0
6083059,54,0,single,rented,no,Bihar,0,0
749226,67,4,single,rented,yes,Uttar_Pradesh,4,0
5550769,59,5,married,rented,no,Andhra_Pradesh,5,0
6000177,70,1,single,rented,no,Haryana,1,0
3464807,60,7,single,rented,yes,West_Bengal,7,0
3259749,45,19,single,rented,no,Uttar_Pradesh,6,0
4143099,21,3,single,rented,no,Andhra_Pradesh,3,0
9518593,71,6,single,rented,no,Gujarat,6,0
6003357,48,9,single,rented,no,Uttar_Pradesh,9,0
733276,30,9,single,rented,yes,Odisha,3,0
4855342,24,0,single,rented,no,Maharashtra,0,0
4267832,54,2,single,rented,no,Bihar,2,0
6937661,37,20,single,rented,no,Tripura,6,0
4859415,23,13,single,rented,no,Rajasthan,10,0
3068887,35,8,single,rented,no,Andhra_Pradesh,7,0
5294937,53,8,married,rented,no,Karnataka,8,0
1453061,71,16,single,rented,no,Uttar_Pradesh,7,0
5047941,36,14,single,rented,no,Punjab,7,0
9776434,48,11,single,norent_noown,no,Tamil_Nadu,3,0
5844230,44,9,single,rented,no,Rajasthan,9,0
7992060,44,15,single,rented,no,Assam,4,0
3391314,27,1,single,owned,no,Maharashtra,1,0
3057909,66,18,married,owned,no,Gujarat,7,0
4535286,52,17,single,rented,no,Gujarat,4,0
6877905,40,9,single,rented,yes,Uttar_Pradesh,7,0
335490,75,0,single,rented,yes,Rajasthan,0,0
9222946,69,19,single,rented,no,Bihar,3,0
1311057,62,8,single,owned,yes,Bihar,8,0
3330944,52,7,single,norent_noown,no,Tamil_Nadu,7,0
1198023,44,7,single,rented,no,Tamil_Nadu,3,0
1210918,64,8,single,rented,yes,Chhattisgarh,5,0
139518,22,14,married,rented,no,Maharashtra,14,0
9985581,42,16,single,rented,yes,Odisha,11,0
3316253,28,5,single,rented,yes,Andhra_Pradesh,4,0
2334618,60,10,single,rented,no,Rajasthan,3,0
315735,37,3,single,rented,no,Delhi,3,0
5122648,62,14,single,rented,yes,West_Bengal,4,0
5173267,65,1,single,rented,yes,Tamil_Nadu,1,0
3022992,68,5,single,rented,no,Uttar_Pradesh,5,0
1916815,53,8,single,rented,no,West_Bengal,8,0
253728,49,13,single,rented,yes,Uttar_Pradesh,5,0
3104798,27,18,single,rented,no,Andhra_Pradesh,12,0
3898027,71,18,single,rented,no,Assam,13,0
9855166,72,5,married,rented,yes,Karnataka,5,0
6733893,49,12,single,rented,no,Madhya_Pradesh,12,0
452661,51,17,married,rented,no,Uttar_Pradesh,14,0
5199470,28,16,single,rented,no,Andhra_Pradesh,4,0
8246613,61,8,single,rented,no,Telangana,8,0
8839194,25,3,single,rented,no,Bihar,3,0
8247003,73,10,single,rented,no,Punjab,4,0
2582744,30,10,single,rented,no,Madhya_Pradesh,10,0
6258257,41,8,single,rented,yes,Tamil_Nadu,7,0
7071461,48,10,single,owned,no,Telangana,4,0
6309142,35,0,single,norent_noown,no,Mizoram,0,0
6249961,71,16,single,rented,yes,Assam,10,0
2915841,52,7,single,rented,no,Uttar_Pradesh,3,0
4329713,42,9,married,rented,no,West_Bengal,6,0
6273320,52,8,single,rented,no,Bihar,8,0
6670570,77,5,single,rented,no,Maharashtra,4,0
1940140,40,4,married,rented,yes,Rajasthan,4,0
4097229,28,9,single,rented,no,Rajasthan,9,0
1847709,44,3,single,rented,yes,Kerala,3,0
7469654,57,1,single,rented,no,West_Bengal,1,0
3654298,78,18,single,rented,yes,Uttar_Pradesh,5,0
2180133,62,4,single,rented,no,Bihar,4,0
6554261,44,12,single,rented,no,Haryana,12,0
3070513,33,7,single,rented,no,Madhya_Pradesh,7,0
5773354,38,1,single,rented,no,Maharashtra,1,0
6733662,60,20,single,rented,no,Rajasthan,12,0
3472273,78,1,single,rented,no,Assam,1,0
3879880,49,10,single,rented,no,Uttar_Pradesh,10,0
609522,72,2,single,rented,no,West_Bengal,2,0
6910809,41,10,single,rented,yes,Madhya_Pradesh,5,0
5697624,74,2,single,rented,yes,Uttar_Pradesh,2,0
2185636,56,17,single,rented,yes,Rajasthan,6,0
2300039,36,4,single,rented,no,Delhi,3,0
460547,70,20,single,rented,no,West_Bengal,4,0
7347926,66,7,single,rented,no,Andhra_Pradesh,6,0
2608473,77,20,single,rented,no,Uttar_Pradesh,6,0
3101312,27,13,single,rented,no,Bihar,3,0
4859415,23,13,single,rented,no,Rajasthan,10,0
5431918,40,1,single,rented,no,Andhra_Pradesh,1,0
4275801,78,8,married,rented,yes,Punjab,3,0
2040616,65,7,single,norent_noown,no,West_Bengal,4,0
6036428,34,7,single,rented,yes,West_Bengal,6,0
2807530,21,6,single,rented,no,Odisha,6,0
430586,59,7,single,rented,no,Bihar,7,0
322330,54,9,married,rented,no,Tamil_Nadu,9,0
424671,64,15,single,rented,yes,Madhya_Pradesh,4,0
9799212,61,20,single,rented,no,Maharashtra,5,0
3864368,58,13,single,rented,yes,Maharashtra,8,0
4572556,38,5,single,rented,no,Bihar,5,0
7436747,25,3,single,rented,yes,Tamil_Nadu,3,0
25331,73,5,married,rented,yes,Madhya_Pradesh,5,0
3367218,28,5,single,rented,no,West_Bengal,4,0
9959440,78,17,single,rented,yes,West_Bengal,9,0
5943068,47,6,single,rented,no,Gujarat,6,0
6885928,79,15,married,rented,no,West_Bengal,13,0
5441667,49,6,single,rented,yes,Karnataka,6,0
4543268,32,17,single,rented,no,Andhra_Pradesh,3,0
2022689,48,5,single,rented,no,Karnataka,5,0
5439814,66,12,married,rented,no,Madhya_Pradesh,12,0
9841721,58,19,single,rented,no,Assam,9,0
1856689,46,5,single,rented,yes,Maharashtra,5,0
6083790,31,5,single,rented,no,Madhya_Pradesh,4,0
2716709,36,9,single,rented,no,Gujarat,9,0
4417011,55,4,single,rented,yes,Karnataka,4,0
6467283,65,13,single,rented,yes,Madhya_Pradesh,11,0
8909885,22,3,married,rented,yes,Bihar,3,0
665309,69,11,single,rented,no,Maharashtra,11,0
8893842,74,17,single,rented,yes,Uttar_Pradesh,9,0
7770002,25,3,single,owned,yes,Haryana,3,0
3963382,43,19,single,rented,no,Andhra_Pradesh,14,0
1548154,30,13,single,rented,no,West_Bengal,4,0
3317506,65,10,single,rented,no,West_Bengal,5,0
3891771,53,9,single,rented,yes,Tamil_Nadu,8,0
5846474,49,9,married,rented,yes,Andhra_Pradesh,6,0
3457817,29,6,single,rented,no,Assam,5,0
7921653,35,16,single,rented,no,Maharashtra,6,0
2875030,49,10,single,rented,no,Assam,10,0
8541790,59,17,single,rented,no,Bihar,3,0
2518343,53,19,married,rented,yes,Tamil_Nadu,13,0
5982800,39,12,single,rented,no,Maharashtra,12,0
904634,73,19,single,rented,no,Gujarat,7,0
2636544,39,0,single,rented,no,Tamil_Nadu,0,0
1052130,29,16,single,rented,no,Bihar,3,0
5357215,52,8,single,rented,yes,Bihar,8,0
5489333,45,14,single,rented,no,Maharashtra,12,0
3757777,24,20,single,rented,yes,Chandigarh,3,0
3600777,77,10,single,rented,no,Maharashtra,4,0
1598528,72,18,single,rented,no,Rajasthan,9,0
3130971,43,16,single,rented,yes,Tamil_Nadu,13,0
3840944,68,14,single,rented,no,Uttar_Pradesh,9,0
2074547,55,14,single,rented,no,Delhi,11,0
2304556,51,12,single,rented,no,Maharashtra,8,0
9305585,69,8,single,rented,no,West_Bengal,8,0
940069,39,12,single,rented,no,Uttar_Pradesh,11,0
3055894,68,3,single,rented,no,Uttar_Pradesh,3,0
6602095,62,15,single,rented,no,Rajasthan,8,0
3207222,28,3,single,rented,yes,Karnataka,3,0
2803101,25,10,single,rented,no,Rajasthan,10,0
2541191,53,5,single,rented,no,Maharashtra,5,0
2287264,30,14,single,rented,no,Tamil_Nadu,4,0
8149390,78,1,single,rented,no,Madhya_Pradesh,1,0
250951,51,19,single,owned,no,Maharashtra,13,0
7369452,45,5,single,rented,no,Maharashtra,5,0
6816106,31,20,single,rented,yes,Andhra_Pradesh,11,0
6896303,25,7,single,rented,no,Odisha,7,0
8514369,21,5,single,rented,yes,Rajasthan,4,0
3317412,55,13,single,rented,yes,Kerala,13,0
3693963,41,19,single,rented,yes,Tamil_Nadu,3,0
3201383,51,10,single,rented,no,Odisha,7,0
5465985,35,9,single,rented,no,Telangana,9,0
3492662,66,7,single,rented,yes,Tamil_Nadu,7,0
2535189,74,6,married,rented,no,Maharashtra,3,0
9029388,36,7,single,rented,yes,Tamil_Nadu,7,0
599470,53,17,single,rented,no,Jammu_and_Kashmir,3,0
282422,28,16,married,rented,yes,Maharashtra,6,0
221597,30,12,single,rented,no,Gujarat,12,0
9812058,72,1,single,rented,yes,Kerala,1,0
4727841,52,8,single,rented,no,Andhra_Pradesh,8,0
5178562,28,9,single,rented,no,Uttar_Pradesh,9,0
5866819,40,11,single,rented,no,Tamil_Nadu,6,0
6718459,66,0,single,rented,yes,Haryana,0,0
8059284,72,1,single,rented,yes,Maharashtra,1,0
5098928,71,17,single,rented,no,Bihar,4,0
7566712,41,16,single,rented,no,West_Bengal,8,0
2637175,25,6,married,rented,no,Andhra_Pradesh,6,0
7721477,63,1,single,rented,no,West_Bengal,1,0
7736608,47,18,single,rented,yes,Rajasthan,3,0
4674723,48,6,single,rented,no,Telangana,6,0
9758182,33,9,single,rented,no,Tamil_Nadu,7,0
5830306,68,16,married,rented,no,Andhra_Pradesh,7,0
4786725,24,11,single,rented,no,Uttar_Pradesh,7,0
996901,68,9,married,rented,no,Karnataka,6,0
3167295,32,5,single,rented,yes,Uttar_Pradesh,4,0
3762078,27,11,single,rented,no,Karnataka,9,0
7829891,67,20,single,rented,no,Maharashtra,9,0
7155409,77,12,single,rented,no,Bihar,10,0
5303030,35,7,single,rented,no,Andhra_Pradesh,6,0
4945087,50,16,single,owned,no,Maharashtra,14,0
4955799,60,19,single,rented,no,Uttar_Pradesh,6,0
1713011,41,5,single,rented,no,Gujarat,5,0
540938,37,13,single,rented,yes,Madhya_Pradesh,12,0
954408,28,8,single,rented,yes,Andhra_Pradesh,8,0
5850440,68,20,married,rented,no,Bihar,11,0
8160444,30,19,single,rented,no,Chhattisgarh,10,0
3319389,35,5,single,rented,yes,Punjab,5,0
5680109,47,20,single,rented,no,Madhya_Pradesh,5,0
8475172,57,12,married,rented,yes,Andhra_Pradesh,3,0
9937676,61,3,single,rented,no,Tripura,3,0
4214101,60,16,single,norent_noown,no,Madhya_Pradesh,13,0
7268991,35,7,single,rented,yes,Andhra_Pradesh,7,0
3631880,58,8,single,rented,no,Maharashtra,5,0
4886627,30,0,single,owned,yes,Rajasthan,0,0
4074914,40,16,married,rented,yes,Gujarat,9,0
1154849,58,12,single,rented,no,Delhi,6,0
6284059,45,4,single,norent_noown,no,Maharashtra,4,0
2587414,59,19,single,rented,no,West_Bengal,5,0
3391314,27,1,single,owned,no,Maharashtra,1,0
2037154,41,9,single,rented,yes,Andhra_Pradesh,6,0
5583816,47,4,single,rented,no,Maharashtra,4,0
6590010,41,13,single,rented,no,Andhra_Pradesh,6,0
8187477,50,20,single,rented,no,Bihar,7,0
6533246,41,11,single,rented,no,Jharkhand,4,0
5323322,77,13,single,rented,no,Karnataka,13,0
1265890,57,0,single,rented,no,West_Bengal,0,0
2607516,76,5,single,rented,yes,Maharashtra,5,0
6670038,37,13,single,rented,no,Andhra_Pradesh,5,0
9904602,51,14,single,rented,no,West_Bengal,6,0
8927753,25,17,single,rented,yes,Chhattisgarh,13,0
3295759,41,16,single,rented,no,Andhra_Pradesh,9,0
4348814,77,4,single,rented,yes,Assam,4,0
5928263,42,11,married,rented,no,Gujarat,7,0
2162609,42,0,single,rented,no,Madhya_Pradesh,0,0
8828187,66,10,single,rented,no,Andhra_Pradesh,8,0
900174,61,17,single,rented,no,Andhra_Pradesh,13,0
8944435,51,2,single,rented,no,Karnataka,2,0
1985593,36,3,married,rented,no,West_Bengal,3,0
8246613,61,8,single,rented,no,Telangana,8,0
4112102,46,15,single,rented,no,Karnataka,5,0
7257940,37,17,single,rented,no,Uttar_Pradesh,7,0
6861266,58,3,single,rented,yes,Maharashtra,3,0
9704353,73,18,single,rented,no,Jharkhand,9,0
2716709,36,9,single,rented,no,Gujarat,9,0
2707807,35,12,single,rented,no,Maharashtra,4,0
3082162,34,18,single,norent_noown,no,Karnataka,3,0
1915161,62,16,single,rented,no,Tamil_Nadu,9,0
656988,47,12,single,rented,no,Assam,3,0
7839236,68,7,single,rented,no,Maharashtra,7,0
7954133,31,7,single,rented,yes,Tamil_Nadu,4,0
3356354,52,9,single,rented,yes,Madhya_Pradesh,5,0
8055788,75,17,single,rented,no,Madhya_Pradesh,11,0
4664922,24,12,single,rented,no,Uttar_Pradesh,12,0
1728444,66,10,single,rented,yes,Uttar_Pradesh,10,0
8804178,21,7,single,rented,yes,Telangana,7,0
8714337,53,1,single,rented,no,Madhya_Pradesh,1,0
7076437,71,14,single,rented,no,Jammu_and_Kashmir,8,0
3423124,69,10,single,rented,yes,Maharashtra,10,0
7685852,58,3,single,rented,no,Karnataka,3,0
7779633,57,10,single,rented,no,Tamil_Nadu,10,0
4439374,70,16,single,owned,yes,Haryana,14,0
338469,57,5,single,rented,no,Bihar,5,0
5245448,25,8,single,rented,yes,Tamil_Nadu,7,0
6506739,50,4,single,rented,no,Gujarat,4,0
3840944,68,14,single,rented,no,Uttar_Pradesh,9,0
6593247,33,12,single,rented,yes,Gujarat,7,0
7148790,30,15,single,rented,no,Uttar_Pradesh,5,0
7861265,23,18,married,rented,no,Andhra_Pradesh,13,0
5810558,24,18,single,rented,no,Madhya_Pradesh,6,0
7257927,75,18,single,rented,no,Assam,10,0
1969614,56,14,single,rented,yes,Maharashtra,12,0
4707757,66,4,married,rented,no,Gujarat,4,0
612912,66,15,single,rented,no,Uttar_Pradesh,14,0
6044767,60,12,single,rented,yes,Tamil_Nadu,10,0
357566,27,8,single,rented,no,Gujarat,8,0
9450206,53,1,single,rented,no,West_Bengal,1,0
4786725,24,11,single,rented,no,Uttar_Pradesh,7,0
5307708,67,17,single,rented,no,Bihar,4,0
5096110,24,18,single,rented,yes,Bihar,11,0
1951736,72,12,single,rented,yes,Odisha,11,0
5824010,45,3,single,rented,no,Maharashtra,3,0
1578743,34,6,single,rented,yes,Maharashtra,3,0
7283454,74,5,married,rented,no,Andhra_Pradesh,5,0
2336648,25,9,married,rented,yes,Maharashtra,6,0
5296773,34,3,single,rented,no,Maharashtra,3,0
4160522,66,18,single,owned,no,Bihar,10,0
5023719,40,8,single,rented,no,Tamil_Nadu,8,0
1343772,76,20,single,rented,no,Andhra_Pradesh,10,0
4141656,27,20,single,rented,no,Jharkhand,12,0
8541790,59,17,single,rented,no,Bihar,3,0
5354632,75,19,single,rented,no,Karnataka,8,0
2036508,67,19,single,rented,no,Maharashtra,6,0
8555317,71,11,married,rented,yes,Karnataka,10,0
3558638,63,4,single,owned,no,Karnataka,4,0
2475883,64,2,single,rented,no,West_Bengal,2,0
2521525,49,20,single,rented,no,West_Bengal,8,0
853458,78,19,single,owned,no,Uttar_Pradesh,12,0
7908068,23,1,single,rented,no,Jharkhand,1,0
1621444,22,16,single,rented,no,Bihar,9,0
